name,job,phone,email,country, salary 
ÇáÓíÏ ËŞíİ ÇáãåíÏÈ,Database administrator,355-862-3350,fal-lshykh@yahoo.com,Liechtenstein," 3,705,310.00 Ï.Ú.ş "
ÇáÓíÏÉ ÈÔÑì ÇáÌİÇáí,"Engineer, electronics",661-333-0693,xhjr@hotmail.com,Korea," 12,194,362.00 Ï.Ú.ş "
åãÇã ÇáÑÇÔÏ,Historic buildings inspector/conservation officer,531.521.2829x48430,jhdllyn@yahoo.com,Croatia," 12,451,093.00 Ï.Ú.ş "
ÇáÏßÊæÑ ãÚä ÇáÚáíÇä,English as a second language teacher,001-657-773-1485x58722,al-sfwnfywd@hotmail.com,Mexico," 1,729,702.00 Ï.Ú.ş "
ÈåíÉ ÇáÍßíÑ,"Biochemist, clinical",001-212-203-2960x3570,fsylmywd@hotmail.com,Sierra Leone," 7,427,720.00 Ï.Ú.ş "
ãæİøŞ ÍÌÇÑ,Data processing manager,420.634.1658x27617,bn-ldntqy@hotmail.com,Serbia," 12,770,393.00 Ï.Ú.ş "
ÎÇáÏ Âá ÇáÚÓßÑí,Advertising account executive,980-455-4142,jlal-qsyr@yahoo.com,Yemen," 4,822,853.00 Ï.Ú.ş "
ÃÓÑÇÑ ÇáÚáíÇä,"Administrator, education",(340)554-9199,al-lshykhkhsh@hotmail.com,South Georgia and the South Sandwich Islands," 5,544,334.00 Ï.Ú.ş "
ÈäİÓÌ Âá ãÍãÏ Èä Úáí Èä ÌãÇÒ,Theme park manager,(367)592-5041,umhn@yahoo.com,Lebanon," 7,044,517.00 Ï.Ú.ş "
ÇÈÊåÇÌ ÇáÍÌÇÑ,"Engineer, petroleum",704-554-5208x2818,hjrsdy@yahoo.com,Western Sahara," 13,867,479.00 Ï.Ú.ş "
íÇäÚ Âá ŞÕíÑ,Cabin crew,+1-512-657-5250x8514,tal-lskry@gmail.com,Denmark," 6,039,642.00 Ï.Ú.ş "
ßæËÑ ßÇäæ,Occupational hygienist,587.790.0354x3666,rshyd71@yahoo.com,Congo," 13,230,084.00 Ï.Ú.ş "
åÏì Âá ÓÚæÏ,Automotive engineer,001-888-830-4683x80709,mmwn42@yahoo.com,France," 11,362,480.00 Ï.Ú.ş "
ßÇãáÉ Âá ÚæÇÖ,Proofreader,001-625-771-7667x3282,stal-bn-zfr@gmail.com,Mozambique," 9,181,627.00 Ï.Ú.ş "
ãÇáß Âá ÕİæÇä,"Scientist, marine",571.557.0074x4246,rtblqyl@hotmail.com,British Indian Ocean Territory (Chagos Archipelago)," 1,126,552.00 Ï.Ú.ş "
ÑÌÇÆí Âá ÑİíÚ,"Horticulturist, amenity",(225)289-5106x99027,mrtjy66@hotmail.com,Netherlands," 3,903,601.00 Ï.Ú.ş "
ØãæÍ Âá ÍÓíä,Legal secretary,001-557-226-8178x374,dnn41@yahoo.com,Singapore," 2,940,236.00 Ï.Ú.ş "
ÇáÓíÏ ÓÚÏ ÈŞÔÇä,Sub,691-371-1142x2655,mlhmlmhn@gmail.com,Russian Federation," 4,402,297.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ãÑíã Âá ãÍãÏ Èä Úáí Èä ÌãÇÒ,"Runner, broadcasting/film/video",486.712.4715x88084,bb-lkhyl@gmail.com,Niger," 6,166,150.00 Ï.Ú.ş "
ÑÇäí Âá ÇáÔíÎ,Chief of Staff,001-348-707-3868,mznfsyl@hotmail.com,Romania," 11,414,423.00 Ï.Ú.ş "
ãÑæÇä Âá ÍÓíä,Legal secretary,206-632-7014x44756,slflhkyr@yahoo.com,Egypt," 8,670,314.00 Ï.Ú.ş "
ÚÑİÇÊ ÍÌÇÑ,Purchasing manager,(293)417-4797x853,hljbr@hotmail.com,Congo," 14,684,185.00 Ï.Ú.ş "
ÇÕíá ÇáÑÇÔÏ,Warden/ranger,445.280.7818,sal-mqt@yahoo.com,Georgia," 10,086,968.00 Ï.Ú.ş "
ÇáÏßÊæÑ ãÚÒø ÇáãÔÇæáÉ,Gaffer,773-627-6314,rwbldbg@hotmail.com,Hungary," 5,067,983.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÔåÏ Âá Úáí,Careers adviser,609-603-6880,hywn43@yahoo.com,United Arab Emirates," 6,827,456.00 Ï.Ú.ş "
ÈÊáÇÁ ÇáÔÇíÚ,Therapeutic radiographer,(523)440-9207,lshymdht@yahoo.com,Kuwait," 2,796,321.00 Ï.Ú.ş "
ÇáÓíÏ äÔæÇä ÇáÚŞíá,Artist,-7712,kal-wd@hotmail.com,Martinique," 7,711,266.00 Ï.Ú.ş "
ÃÓÑÇÑ ÇáÏÈÇÛ,"Surveyor, planning and development",001-928-823-6182x19460,bal-sfwn@hotmail.com,Montenegro," 9,945,376.00 Ï.Ú.ş "
ÇáãåäÏÓ ÓåæÇä ÇáÚáíÇä,Chief Marketing Officer,(203)951-1723,al-mydkzm@hotmail.com,Bosnia and Herzegovina," 8,804,193.00 Ï.Ú.ş "
ÅáíäÇ Âá Úáí,"Biochemist, clinical",001-290-352-8405x319,olmshwl@gmail.com,Jamaica," 8,244,891.00 Ï.Ú.ş "
ãÔÑŞ ÃÈæ ÏÇææÏ,Make,757-600-9678x66158,twlyn12@yahoo.com,Saint Vincent and the Grenadines," 13,368,804.00 Ï.Ú.ş "
ÈíáÓÇä Èä áÇÏä,Clinical embryologist,+1-806-491-1091x68320,sal-lskry@hotmail.com,Norway," 8,239,617.00 Ï.Ú.ş "
áíÇä Âá ÚÇíÖ,Medical sales representative,763.952.9864,shd75@hotmail.com,Malaysia," 14,367,203.00 Ï.Ú.ş "
ÇáÏßÊæÑ ÔßÑí ÇáÑÇÔÏ,"Engineer, energy",001-600-925-9457x23845,rtbal-hsyn@hotmail.com,Guadeloupe," 7,251,756.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ İÎÑ ÇáÏøíä ÇáãåäÇ,Public relations account executive,717-861-3965x5822,pal-lshykh@yahoo.com,British Virgin Islands," 12,220,865.00 Ï.Ú.ş "
ãÔÑİ Èä áÇÏä,Passenger transport manager,217-822-9801x7657,rshyd51@gmail.com,Saint Kitts and Nevis," 11,326,599.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ Ïíãå ÍäÈæáí,IT technical support officer,(619)953-4263x202,shrbtlyzyd@yahoo.com,Pitcairn Islands," 3,315,184.00 Ï.Ú.ş "
ÇáãåäÏÓÉ ÃÑæì ÇáÌÇÈÑ,"Accountant, chartered management",7326467764,jhdal-khdyr@yahoo.com,Grenada," 5,681,451.00 Ï.Ú.ş "
ÑÇÔÏ ÇáãåíÏÈ,Surgeon,+1-744-952-5976x320,bw-dwwdkhlf@gmail.com,Estonia," 2,546,491.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÑæÈÇ ÇáÚáíÇä,Civil Service fast streamer,+1-456-954-2061x965,flrshd@gmail.com,Spain," 6,657,775.00 Ï.Ú.ş "
ÇáÏßÊæÑ Îáİ Âá ÚÇíÖ,Conference centre manager,272-730-5038,lrshdsnm@yahoo.com,Senegal," 8,161,476.00 Ï.Ú.ş "
ÇáãåäÏÓ ããÏæÍ Âá ÓáØÇä,Community pharmacist,(350)940-1670x9540,ndym59@gmail.com,Guatemala," 8,058,114.00 Ï.Ú.ş "
ÇáÂäÓÉ áÇãÇ Èä áÇÏä,"Engineer, mining",001-850-258-7164x83871,ial-mhmd-bn-ly-bn-jmz@hotmail.com,Netherlands Antilles," 12,824,323.00 Ï.Ú.ş "
ÇÈÊåÇÌ Âá ÍÓíä,Insurance risk surveyor,525-342-7092x3929,ylqyl@yahoo.com,Turkey," 12,422,558.00 Ï.Ú.ş "
ÇáÏßÊæÑ ÕÈÑí Âá ÑİíÚ,Field trials officer,233-980-5049,qntb-lkhyl@hotmail.com,Ukraine," 9,676,672.00 Ï.Ú.ş "
ÇáÏßÊæÑ Úİíİ Âá ÓÚæÏ,Theme park manager,629.889.6575x442,zal-mqt@yahoo.com,Japan," 8,428,819.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÚÒøÊ ÍÌÇÑ,"Engineer, technical sales",729-650-6722x708,ymmal-bn-zfr@gmail.com,Afghanistan," 5,849,694.00 Ï.Ú.ş "
ÚãÑ ÔÑÈÊáí,Information systems manager,001-598-593-8093x043,bd-lshwkwr82@gmail.com,Pakistan," 13,577,331.00 Ï.Ú.ş "
ÇáÓíÏ ãõÑÓí ÇáÚáíÇä,Research scientist (life sciences),(628)362-7867x841,ywsf32@gmail.com,Bulgaria," 11,376,030.00 Ï.Ú.ş "
ÇáÏßÊæÑ æáíÏ ÇáãÔÇæáÉ,Community arts worker,904.891.6448x8138,mutwlyal-rfy@gmail.com,Saint Lucia," 9,740,065.00 Ï.Ú.ş "
åÏì Âá Èä áÇİí,"Physicist, medical",001-470-256-8474x03862,al-bn-lfyrjh@hotmail.com,Saint Helena," 14,292,672.00 Ï.Ú.ş "
Ìæíä Âá ÚØİÉ,Personal assistant,216-404-6328x55446,ljlnnshwn@yahoo.com,Monaco," 11,103,528.00 Ï.Ú.ş "
ÇáÏßÊæÑ ÕÇÆÈ ÇáÍÌÇÑ,Land/geomatics surveyor,646.562.1161,ebn-ldn@gmail.com,New Zealand," 11,232,104.00 Ï.Ú.ş "
ÇáãåäÏÓÉ ÈÇÓãÉ ÈŞÔÇä,Telecommunications researcher,507-291-7529,jll82@yahoo.com,Dominica," 7,772,792.00 Ï.Ú.ş "
ãŞÏÇã ßÇäæ,Midwife,777.506.0661,lmhnqyd@hotmail.com,Saint Vincent and the Grenadines," 6,487,660.00 Ï.Ú.ş "
ãäÓí ÈŞÔÇä,"Investment banker, operational",898.650.1284x91773,sbhy50@gmail.com,Cape Verde," 6,095,091.00 Ï.Ú.ş "
ÓÇÆÏ ÇáÍßíÑ,Research scientist (physical sciences),-1547,ilshy@yahoo.com,Andorra," 8,988,956.00 Ï.Ú.ş "
ÌÇÓã İÕíá,Publishing rights manager,530-975-9237,mfydbqshn@hotmail.com,Romania," 13,151,255.00 Ï.Ú.ş "
ÇáÏßÊæÑ İáÇÍ Âá ŞÕíÑ,Careers information officer,+1-682-325-4649x3146,hshm73@hotmail.com,Niue," 12,722,964.00 Ï.Ú.ş "
ÃäÇåíÏ ÇáÑÇÔÏ,Magazine journalist,910-874-5222x477,trfllyn@yahoo.com,Comoros," 2,019,988.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÈæÑÇä ÇáÏÈÇÛ,Banker,918-388-9227x5941,jfrljfly@hotmail.com,Panama," 1,026,958.00 Ï.Ú.ş "
ÇáÓíÏÉ ÌáäÇÑ Âá ÚØİÉ,Engineering geologist,515-584-4874x57602,al-mqttywb@gmail.com,Tanzania," 2,026,575.00 Ï.Ú.ş "
ÌæÑíøÉ ÇáÚÌáÇä,Holiday representative,001-253-637-8051x1588,frdwsal-tf@hotmail.com,Belize," 9,999,562.00 Ï.Ú.ş "
Ñíİ Âá ÓáØÇä,Paediatric nurse,712.818.0349,rgblkhrfy@yahoo.com,Turkey," 5,429,481.00 Ï.Ú.ş "
ÕÇİí Âá ÇáÔíÎ,Futures trader,(207)628-7065x302,njdt99@gmail.com,Cuba," 1,147,612.00 Ï.Ú.ş "
ÚÈÏ ÇáÓøáÇã İÕíá,Archaeologist,(214)202-8756x62676,grydljbr@yahoo.com,Taiwan," 7,031,417.00 Ï.Ú.ş "
ÇáÓíÏ ÑãÖÇä Âá ÚæÇÖ,"Surveyor, insurance",515.320.0369,hnbwlyrynd@yahoo.com,Anguilla," 9,391,301.00 Ï.Ú.ş "
áíã Âá ÍÓíä,Metallurgist,001-735-654-3516x389,jll-ldwynlmhn@yahoo.com,Cambodia," 11,440,503.00 Ï.Ú.ş "
ÇáãåäÏÓ ÚÇÕã Âá ÚÇíÖ,"Designer, textile",(239)548-6310,dljfly@gmail.com,Zambia," 9,601,076.00 Ï.Ú.ş "
ÚÊíŞ ßÇäæ,"Programmer, multimedia",361-944-4084x08984,mhnsdwn@hotmail.com,Tuvalu," 8,320,568.00 Ï.Ú.ş "
ÇáÓíÏÉ ÌæáíÇ Âá ÚÇíÖ,Teaching laboratory technician,001-409-878-7996,al-bn-lfyrf@gmail.com,Belarus," 8,884,349.00 Ï.Ú.ş "
ÑÖí ÍÌÇÑ,Adult nurse,2296174287,mwfwq69@yahoo.com,Wallis and Futuna," 5,761,563.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÌáäÇÑ Âá ÚæÇÖ,"Accountant, chartered",232.470.4984x136,lwy10@gmail.com,Pakistan," 7,911,049.00 Ï.Ú.ş "
ÇáÏßÊæÑ æÇÏÚ Âá ÇáÚÓßÑí,"Engineer, water",+1-948-359-5551x33440,knwblm@gmail.com,Thailand," 13,065,686.00 Ï.Ú.ş "
ŞÕí ßÇäæ,Tree surgeon,931-952-1993x771,qal-bn-lfy@hotmail.com,Sri Lanka," 334,927.00 Ï.Ú.ş "
ÇáÏßÊæÑ İÊÍí ÇáÎÑÇİí,Multimedia programmer,001-472-506-3086x087,zhrhjr@gmail.com,Kuwait," 12,518,777.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÈæÑÇä ÍÌÇÑ,Advertising account planner,750-592-8853,hmdnal-yd@yahoo.com,Uruguay," 8,191,213.00 Ï.Ú.ş "
ÑæÚÉ Âá ÇáÚÓßÑí,"Teacher, primary school",(889)707-9779x02682,shrbtlyqsm@hotmail.com,Greece," 12,389,068.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÈáäÏ ÍÌÇÑ,Cartographer,812-683-3675x8640,yrblmhn@yahoo.com,Zimbabwe," 11,596,071.00 Ï.Ú.ş "
æÕÇİ ÇáÍßíÑ,Environmental manager,244-585-6173x479,sljln@gmail.com,Afghanistan," 1,618,229.00 Ï.Ú.ş "
ÇÈÊßÇÑ Âá ÓÚæÏ,Forensic psychologist,+1-593-438-6710x458,thmnbw-dwwd@gmail.com,Austria," 2,287,778.00 Ï.Ú.ş "
ÇáÓíÏ äÇÖÑ Âá Èä ÙÇİÑ,"Administrator, education",(601)200-8551,khlwsyldbg@yahoo.com,Korea," 7,981,807.00 Ï.Ú.ş "
ÇáãåäÏÓ ÚÈÏ ÇáÛäí Âá ÕİæÇä,"Conservator, museum/gallery",001-787-226-7380x3433,al-mydmrsl@hotmail.com,Cocos (Keeling) Islands," 10,460,184.00 Ï.Ú.ş "
ÇáãåäÏÓ ÚÒø ÇáÏøíä ÇáÌİÇáí,Senior tax professional/tax inspector,476.835.8560,mlhkyr@gmail.com,Uruguay," 11,970,939.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÛíÏÇÁ ÍÌÇÑ,Arboriculturist,877-417-2711x4247,bwslmhn@hotmail.com,China," 13,177,552.00 Ï.Ú.ş "
ÌæÏ ÇáÔÇíÚ,"Scientist, biomedical",(553)996-0589x44675,al-ydshb@yahoo.com,Anguilla," 11,067,600.00 Ï.Ú.ş "
ÊÇáÇ İÕíá,"Editor, magazine features",606-797-9821x902,kml15@gmail.com,Nigeria," 9,543,997.00 Ï.Ú.ş "
áæÑíä Âá ÓáØÇä,Broadcast presenter,218.566.3504x7913,jryr60@yahoo.com,Latvia," 502,366.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÑíÊÇÌ Âá ÑİíÚ,"Engineer, energy",001-716-800-2186x27815,sdqylkhrfy@gmail.com,Liechtenstein," 13,401,650.00 Ï.Ú.ş "
ÇáÓíÏÉ ÏÇäíÉ ÇáÚŞíá,Publishing rights manager,736-375-5109,rfn14@gmail.com,Bolivia," 9,454,340.00 Ï.Ú.ş "
ÇáÏßÊæÑ ßÇãá ÇáãÔÇæáÉ,Technical brewer,3536630671,thsyn18@yahoo.com,Chile," 10,219,251.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÚÊÇÈ Âá ãÚíÖ,"Horticulturist, amenity",001-384-983-7556x39792,shhyrlshy@gmail.com,Zambia," 1,922,676.00 Ï.Ú.ş "
ÔÈíÈ Âá ÚÇíÖ,Fine artist,(789)915-4782,ndhyr50@hotmail.com,Eritrea," 985,230.00 Ï.Ú.ş "
ÇáãåäÏÓ ØáÚÊ ÔÑÈÊáí,IT technical support officer,501-440-9585,myal-sfwn@yahoo.com,Georgia," 11,551,790.00 Ï.Ú.ş "
ÇáÂäÓÉ ÈåÇÁ Âá ŞÕíÑ,"Journalist, broadcasting",001-497-429-1010x57644,shrbtlydymh@gmail.com,Niue," 5,692,441.00 Ï.Ú.ş "
ÇáÓíÏ ÒÈíÑ Âá ÎÖíÑ,Building control surveyor,(405)796-7346,whyd00@yahoo.com,Dominica," 5,333,764.00 Ï.Ú.ş "
åÇÌÑ Âá ÎÖíÑ,Toxicologist,(361)241-6859,lmgwlkml@gmail.com,Bahamas," 3,562,383.00 Ï.Ú.ş "
ÇáÏßÊæÑ ãÓÚæÏ Âá ÇáÔíÎ,Medical secretary,001-509-222-1157,lmgwlrdwn@gmail.com,Japan," 12,412,008.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÃÛÇÑíÏ ÔÑÈÊáí,Conference centre manager,438-473-0991x43051,knwshfy@hotmail.com,Northern Mariana Islands," 12,823,015.00 Ï.Ú.ş "
äÇÚã ÇáÎÑÇİí,Claims inspector/assessor,+1-874-767-2160x746,mmdwhlqyl@yahoo.com,Saint Martin," 1,773,343.00 Ï.Ú.ş "
ÃİÑÇÍ Âá ãÍãÏ Èä Úáí Èä ÌãÇÒ,"Surveyor, building control",+1-707-996-7377x839,thqbmhn@yahoo.com,American Samoa," 13,337,013.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÕáÇÍ ÇáÍÌÇÑ,Chief Financial Officer,8207084313,mkrwm39@hotmail.com,Guadeloupe," 9,260,703.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÃÑíÌ Âá ÓáØÇä,Information officer,2595544594,shrbtlytryf@hotmail.com,Ethiopia," 8,111,833.00 Ï.Ú.ş "
ÇáÓíÏÉ ÃİÑÇÍ ÇáÚáíÇä,Applications developer,219.750.7491,frjlshy@hotmail.com,Cote d'Ivoire," 3,044,922.00 Ï.Ú.ş "
ÌãÇä Âá ÓáØÇä,"Research officer, government",408.307.9778,mkwyal-swd@gmail.com,Guadeloupe," 5,437,785.00 Ï.Ú.ş "
ÒÇåÑ ÇáãÛÇæáÉ,"Optician, dispensing",9934774558,ryd35@hotmail.com,United Arab Emirates," 3,383,606.00 Ï.Ú.ş "
ÇáãåäÏÓÉ ÎÇÔÚÉ ÇáÎÑÇİí,Mining engineer,224-902-2450x880,sqr10@yahoo.com,Iraq," 2,378,716.00 Ï.Ú.ş "
ÇáãåäÏÓ İíÕá Âá ãÚíÖ,"Engineer, technical sales",001-454-574-2538x7820,nshrbtly@hotmail.com,Ghana," 14,606,902.00 Ï.Ú.ş "
ÖÍì ÇáÚÌáÇä,"Scientist, audiological",(629)818-3628,al-bn-lfynhyd@hotmail.com,Puerto Rico," 5,986,003.00 Ï.Ú.ş "
İíÕá ÇáÔÇíÚ,Marketing executive,(809)413-6428,lmgwlln@yahoo.com,China," 12,572,670.00 Ï.Ú.ş "
ÚÇáã Âá ãÚíÖ,Artist,963.207.9604x95656,tqyal-tf@hotmail.com,Greenland," 7,430,805.00 Ï.Ú.ş "
äÇÏíå ÇáÚÌáÇä,Actuary,+1-532-895-7335x76597,smr94@gmail.com,Ethiopia," 4,498,099.00 Ï.Ú.ş "
ÇáÓíÏ ÊÇÌ Âá Èä áÇİí,Financial manager,329-655-2063x346,hndlhkyr@yahoo.com,Rwanda," 10,799,930.00 Ï.Ú.ş "
ÇáÏßÊæÑ ÑÇæí Âá ãÚíÖ,"Engineer, production",+1-366-599-2916x06026,hmmal-wd@yahoo.com,Guernsey," 6,943,276.00 Ï.Ú.ş "
ÊÑİ Âá ÚæÇÖ,"Development worker, community",(693)858-2231,bthynbw-dwwd@gmail.com,Liechtenstein," 9,805,543.00 Ï.Ú.ş "
ÇáãåäÏÓ ÌÑøÇÍ Âá ÍÓíä,"Solicitor, Scotland",001-857-504-0015x27861,jlnr29@gmail.com,Samoa," 6,273,846.00 Ï.Ú.ş "
ãíÇÑ Âá ÓÚæÏ,Barista,512.606.7263,ljlnqyl@yahoo.com,Zimbabwe," 13,691,642.00 Ï.Ú.ş "
ÇáãåäÏÓ ÑÖí Âá Úáí,Physiotherapist,(699)851-8698,jfr49@gmail.com,Senegal," 901,771.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÚÈÏ ÇáæÇÍÏ ÇáÚÌáÇä,Geophysical data processor,691-513-6007x769,zky62@hotmail.com,Pakistan," 10,424,219.00 Ï.Ú.ş "
ÇáÓíÏ ØÇÆÚ ÇáÚÌáÇä,"Scientist, research (maths)",4448184275,lmhydbkzm@gmail.com,Lebanon," 5,748,330.00 Ï.Ú.ş "
ÅÈÇÁ Âá ÓáØÇä,"Scientist, biomedical",374-828-6432x8321,shrbtlysrr@gmail.com,Haiti," 12,773,748.00 Ï.Ú.ş "
åÇÌÑ ÇáÌÇÈÑ,Immigration officer,671.904.5873,lshymrtdy@hotmail.com,Korea," 11,418,269.00 Ï.Ú.ş "
ãÑÊÖí ÇáÑÇÔÏ,Administrator,(218)505-1518x082,dhblhkyr@yahoo.com,Peru," 11,390,177.00 Ï.Ú.ş "
Ñåíİ ÇáÍßíÑ,"Nurse, children's",001-710-540-0825,ldbgqsyd@hotmail.com,Ireland," 13,983,487.00 Ï.Ú.ş "
äÌíÈ Âá ÎÖíÑ,Sales executive,4437968006,jll-ldwynal-ly@yahoo.com,Northern Mariana Islands," 7,679,685.00 Ï.Ú.ş "
ÇáÂäÓÉ Ûæì Âá ÚÇíÖ,"Doctor, general practice",001-751-833-6465x8976,shryf30@yahoo.com,Heard Island and McDonald Islands," 1,478,835.00 Ï.Ú.ş "
ÇáÏßÊæÑ íÇŞæÊ Âá ÚØİÉ,"Secretary, company",(925)940-9412x2110,ljlnlyn@gmail.com,Armenia," 8,708,507.00 Ï.Ú.ş "
ÈÇÓãÉ Âá Úáí,"Engineer, production",3537049953,mursylmgwl@yahoo.com,Congo," 10,304,155.00 Ï.Ú.ş "
ÎáíİÉ Âá ÑİíÚ,Fast food restaurant manager,923-445-9499,nbyllmhydb@yahoo.com,Puerto Rico," 9,481,533.00 Ï.Ú.ş "
ÓÌì Âá ÓÚæÏ,Radiation protection practitioner,(754)377-1123x9356,ljflyhqwy@yahoo.com,American Samoa," 14,112,073.00 Ï.Ú.ş "
ÇáÓíÏ ãÙåÑ Èä áÇÏä,Prison officer,+1-898-666-4835x53396,al-swdyn@gmail.com,Madagascar," 13,381,279.00 Ï.Ú.ş "
ÇáãåäÏÓÉ ÏÇÑíä ÇáÍÌÇÑ,"Geneticist, molecular",+1-377-454-2665x766,hnbwlywsf@yahoo.com,China," 2,289,674.00 Ï.Ú.ş "
ÛíÏÇÁ Âá ãÚíÖ,"Scientist, research (maths)",001-889-908-8422x92034,tmdhnbwly@hotmail.com,Puerto Rico," 9,517,746.00 Ï.Ú.ş "
ÇáãåäÏÓ ÎØíÈ Âá ŞÕíÑ,Research scientist (maths),001-420-946-0342x585,al-lshykhdlyl@yahoo.com,Moldova," 6,805,323.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÑÔíÏ Âá ÍÓíä,Pharmacologist,848-239-1163x245,lshyshhb@gmail.com,Suriname," 12,221,953.00 Ï.Ú.ş "
ÇáÏßÊæÑ ØÇÆá ÍÌÇÑ,"Engineer, agricultural",840.291.9087x199,sdr-ldwynmhn@yahoo.com,Cote d'Ivoire," 9,325,900.00 Ï.Ú.ş "
ÓÈÃ ÇáãåäÇ,Exhibition designer,(333)565-4966x6221,llynrshyd@gmail.com,United Kingdom," 4,407,589.00 Ï.Ú.ş "
Ñíİ ÇáÔÇíÚ,Insurance underwriter,650-719-8280x230,ab-lkhyl@gmail.com,Malaysia," 5,457,651.00 Ï.Ú.ş "
ÌåÑÇÁ ÃÈæ ÏÇææÏ,Restaurant manager,001-578-621-3627x388,bd-lgfwral-wd@gmail.com,Dominican Republic," 7,033,093.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÚÊÇÈ ãåäÇ,Farm manager,361-841-7976,nwr-ldwyn45@gmail.com,Bouvet Island (Bouvetoya)," 12,701,865.00 Ï.Ú.ş "
ãõÑÖí ÈŞÔÇä,Camera operator,602-451-4183,hlkhrfy@hotmail.com,Lithuania," 7,841,289.00 Ï.Ú.ş "
ãÚíä ÇáÎÑÇİí,"Engineer, maintenance",459-565-3223x2747,dhkyfsyl@hotmail.com,Latvia," 6,872,329.00 Ï.Ú.ş "
ÇáÏßÊæÑ ãÕÚÈ ÇáãÛÇæáÉ,Interpreter,001-203-894-9509x51707,nal-qsyr@hotmail.com,Greece," 10,767,090.00 Ï.Ú.ş "
ÇáÓíÏÉ åíÇ Âá ãÚíÖ,Community development worker,932.238.6843,lmshwlmnswr@hotmail.com,United Kingdom," 13,360,041.00 Ï.Ú.ş "
ÇáãåäÏÓ ÕÈÍí ÍäÈæáí,Surgeon,-7685,kml52@yahoo.com,Aruba," 12,692,160.00 Ï.Ú.ş "
ãíÇÑ Âá ÚØİÉ,Early years teacher,001-365-301-1642x246,shfljbr@gmail.com,Zambia," 6,643,606.00 Ï.Ú.ş "
ÇáãåäÏÓ İÇáÍ ÇáÍÌÇÑ,"Biochemist, clinical",767.675.2613x863,nshw49@yahoo.com,Bahamas," 10,101,162.00 Ï.Ú.ş "
ÇáÓíÏÉ ÌãÇä Âá ãÍãÏ Èä Úáí Èä ÌãÇÒ,Systems developer,001-442-511-3465x021,jwhr97@hotmail.com,Vietnam," 4,415,249.00 Ï.Ú.ş "
ÔåÏ ÇáÌÇÈÑ,Cytogeneticist,+1-263-556-7300x24383,al-ydbtkr@gmail.com,Vanuatu," 2,747,533.00 Ï.Ú.ş "
ÓÑÇÌ ÇáÏøíä Èä áÇÏä,Careers information officer,883-924-3280x6483,syl42@hotmail.com,Nigeria," 4,935,796.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÏÇåí ÃÈæ ÏÇææÏ,Environmental manager,432-768-4192,nzmybn-ldn@yahoo.com,Faroe Islands," 8,212,541.00 Ï.Ú.ş "
ÇáÓíÏ ÒíÇÏ ÇáãåíÏÈ,"Horticulturist, commercial",(972)218-3974,oal-tf@yahoo.com,Pitcairn Islands," 6,052,212.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÑÇÓã Âá ÓáØÇä,Petroleum engineer,(492)333-0932,frtal-khdyr@gmail.com,Syrian Arab Republic," 7,697,504.00 Ï.Ú.ş "
ÇáÓíÏÉ ÈíÓÇä ÍäÈæáí,"Conservation officer, historic buildings",453-899-6490x79105,sywd00@hotmail.com,Ecuador," 6,621,804.00 Ï.Ú.ş "
ÑíãÇ ÇáãÔÇæáÉ,Health and safety adviser,(801)644-5831,mhntlb@yahoo.com,Zambia," 13,638,345.00 Ï.Ú.ş "
åÒÇÑ ÃÈæ ÏÇææÏ,"Designer, fashion/clothing",628.914.8658,rwb38@gmail.com,Oman," 5,158,195.00 Ï.Ú.ş "
ÇáãåäÏÓ íÓÇÑ Âá ÍÓíä,Pharmacologist,(631)355-0379,hjrkrm@hotmail.com,Bhutan," 661,745.00 Ï.Ú.ş "
ÚãíÑ ÍäÈæáí,"Sound technician, broadcasting/film/video",+1-973-754-0464x59697,nhd63@hotmail.com,Georgia," 3,882,835.00 Ï.Ú.ş "
ÑæİíÏÇ Âá Èä ÙÇİÑ,Private music teacher,745-790-0531x955,llynjmn@hotmail.com,Cook Islands," 9,048,887.00 Ï.Ú.ş "
ÇáÓíÏ ÍãÏÇä Âá ÓÚæÏ,"Doctor, general practice",+1-635-673-6397x25271,mrknw@gmail.com,Zimbabwe," 2,309,088.00 Ï.Ú.ş "
